4,5817	-0,5318	11,002
31,377	-5,9904	19,44
17,483	-1,028	11,002
-4,8463	-3,013	10,506
-16,755	-2,0205	2,5642
0,11579	4,4306	11,498
11,529	0,46068	5,5423
15,498	2,4456	6,535
1,1082	2,9419	5,046
-10,305	1,4532	5,046
-8,3198	2,4456	0,0825
-0,87663	-0,035559	2,0679
-5,3425	1,4532	-0,41385
3,0931	3,9343	2,5642
3,0931	3,9343	2,5642
-1,8691	5,4231	4,5496
-4,3501	3,9343	-2,3992
-11,793	6,4155	1,5715
-18,244	4,9268	-1,9029
14,506	8,4005	1,5715
19,468	7,408	-8,3554
12,521	-3,5092	-0,91019
-11,793	-7,9754	-9,3481
-17,748	-10,457	-10,837
-6,8312	-6,9829	-6,37
8,0552	-5,9904	-4,881
12,521	-3,5092	-11,333
0,612	-5,4942	-8,3554
-8,3198	-2,5167	-5,3773
-8,3198	-1,5243	-1,9029
-3,8539	-0,035559	-8,3554
2,5968	-0,035559	7,5277
-4,8463	-3,013	2,5642
0,612	-3,013	5,5423
-0,87663	-2,5167	4,5496
5,5741	-0,5318	0,57885
0,612	-2,5167	-6,8663
-1,8691	-3,5092	-3,3919
-7,8236	-4,0055	-4,881
-2,3653	-4,5017	-7,859
8,0552	4,9268	0,57885
2,5968	-3,5092	-4,3846
-6,3349	-1,028	-10,341
-0,87663	3,9343	3,5569
-0,87663	3,9343	3,5569
-5,3425	3,9343	3,5569
6,5665	6,4155	13,484
7,5589	6,9118	11,995
1,6044	4,9268	1,0752
3,0931	5,9193	2,0679
-4,8463	5,9193	-8,3554
-0,87663	7,9042	-1,4065
5,0779	3,9343	-2,3992
8,0552	4,4306	-0,41385
4,0855	5,4231	-5,3773
6,5665	4,9268	-4,3846
0,11579	7,408	-8,3554
2,5968	4,4306	-6,8663
-3,3577	5,4231	-1,9029
7,5589	4,9268	13,98
2,1006	4,9268	8,5204
4,0855	3,9343	13,484
3,5893	-1,028	16,958
0,612	-6,9829	17,951
-4,3501	-5,9904	17,951
-3,3577	-4,0055	18,447
15,002	-4,5017	34,33
4,0855	-1,5243	21,425
12,025	-4,0055	30,36
-3,8539	-5,9904	8,024
-7,3274	-4,9979	6,535
-5,3425	-4,5017	4,5496
-0,38042	-2,0205	0,57885
7,5589	1,4532	5,5423
4,0855	0,95692	8,5204
-2,3653	2,4456	10,506
-4,3501	-0,035559	5,5423
-0,87663	-4,9979	5,5423
-13,282	-3,5092	-7,3627
3,0931	-3,5092	-1,4065
-0,87663	-1,5243	-11,333
3,0931	-1,028	-8,3554
15,498	-4,0055	9,0167
4,0855	7,9042	-9,3481
-3,3577	5,9193	-16,793
7,0627	3,9343	-10,341
-0,87663	4,4306	-18,779
3,5893	3,9343	-10,341
0,11579	2,9419	-12,823
-0,87663	3,4381	-6,37
-8,816	2,9419	-12,326
-7,3274	4,4306	-8,3554
-4,3501	2,4456	-14,808
3,5893	2,9419	-0,41385
4,0855	4,9268	-2,3992
1,1082	4,4306	-0,41385
4,0855	2,9419	-5,3773
-0,38042	1,9494	-7,3627
1,1082	-0,035559	-4,3846
10,04	0,95692	2,5642
18,972	1,4532	12,491
7,5589	1,4532	5,046
-5,3425	-4,5017	-4,3846
-2,8615	-8,4716	-1,4065
-6,8312	-9,4641	-4,3846
7,0627	-4,5017	11,498
11,032	-3,5092	11,002
1,1082	-4,9979	4,5496
-13,282	-5,4942	0,57885
1,6044	-4,5017	11,498
-8,816	-3,013	0,57885
-9,8084	-3,013	5,5423
-4,3501	-4,0055	-2,3992
-2,3653	-1,028	5,5423
-10,801	-1,028	-0,91019
0,612	2,4456	20,433
-8,816	1,9494	3,5569
-2,3653	1,9494	11,498
2,5968	2,9419	7,5277
3,0931	1,4532	3,0606
3,0931	-0,5318	15,469
2,5968	1,9494	9,5131
-3,3577	-1,028	7,0313
-0,87663	1,9494	8,5204
-1,8691	5,9193	6,0387
10,04	1,9494	9,5131
3,0931	-0,5318	-2,3992
2,5968	1,9494	2,5642
-2,8615	2,4456	-11,333
-1,8691	2,9419	-4,3846
-5,3425	2,9419	-7,3627
1,1082	5,4231	-4,3846
-2,8615	3,9343	-13,319
-0,38042	4,4306	-7,3627
-2,3653	5,4231	-10,341
-0,87663	3,4381	-7,3627
2,1006	0,46068	3,5569
-9,3122	1,4532	-4,881
-0,87663	0,46068	-5,3773
2,5968	1,9494	2,5642
10,04	-0,035559	15,469
-6,3349	0,46068	1,5715
-5,8387	-5,4942	-12,326
-2,3653	-7,9754	8,5204
-9,8084	-9,9603	-0,41385
3,0931	-7,4791	5,046
-1,8691	-6,4866	-0,91019
-1,3728	-7,9754	2,5642
-16,755	-5,9904	0,57885
-7,8236	-4,5017	1,5715
-5,3425	-2,0205	0,57885
3,5893	-4,9979	3,5569
0,612	-2,5167	12,491
2,1006	-4,0055	5,5423
-6,3349	-4,0055	-0,41385
-1,3728	-3,5092	2,5642
-7,8236	-4,5017	3,5569
-5,8387	-5,4942	2,5642
4,0855	-1,5243	6,535
7,0627	2,4456	1,5715
0,612	2,4456	0,0825
2,1006	2,9419	-0,41385
-15,763	-3,013	-22,749
0,11579	0,95692	0,0825
-5,8387	4,9268	-10,341
2,1006	0,95692	-5,3773
3,5893	-1,5243	-10,341
4,5817	1,4532	1,5715
-1,8691	4,9268	-6,37
2,1006	3,4381	-1,4065
4,0855	4,4306	-5,3773
3,0931	2,4456	-4,3846
1,6044	1,9494	-5,8737
3,5893	2,9419	-0,41385
6,5665	1,4532	2,5642
-1,8691	1,9494	-5,3773
3,0931	12,867	-1,9029
-4,8463	3,4381	-6,37
-1,8691	2,9419	-16,793
6,0703	3,4381	-5,8737
3,0931	3,4381	-2,3992
2,5968	4,9268	-3,3919
-1,8691	3,4381	-2,3992
2,1006	-3,013	7,5277
21,453	-8,9678	25,396
15,002	-3,5092	13,484
23,438	-3,5092	31,849
2,5968	-0,5318	13,98
-0,87663	-2,0205	3,5569
1,6044	-2,0205	15,469
-5,3425	-3,013	6,0387
1,1082	-2,5167	1,0752
1,6044	-2,0205	6,0387
3,0931	-4,0055	8,5204
1,1082	-1,5243	22,418
-2,3653	-0,035559	2,5642
-3,8539	0,46068	6,535
-0,87663	1,4532	1,5715
-1,3728	-0,5318	1,5715
3,5893	-0,035559	7,5277
-3,8539	-2,0205	-2,3992
-0,87663	-3,5092	5,5423
-8,816	-2,5167	3,5569
-3,3577	-1,5243	6,535
0,612	-0,035559	2,5642
5,0779	4,9268	10,506
-18,244	2,4456	-22,749
0,11579	0,46068	1,5715
-8,816	1,9494	-9,8444
-0,38042	2,9419	-2,8956
-3,3577	-1,5243	-6,37
10,536	0,95692	-4,881
15,498	6,4155	-11,333
6,0703	3,4381	-4,3846
2,5968	4,4306	-1,4065
4,0855	3,4381	9,5131
-2,8615	3,4381	1,0752
8,0552	2,9419	7,5277
2,5968	4,9268	-2,3992
6,5665	5,9193	7,5277
-3,3577	1,9494	-6,37
4,5817	7,9042	5,046
-6,3349	6,4155	-4,881
-3,3577	0,46068	9,0167
3,5893	-4,5017	3,5569
4,5817	-8,9678	3,0606
3,5893	-7,4791	1,5715
2,5968	-5,4942	3,5569
-0,87663	-4,9979	-3,8883
-21,717	-3,013	-11,333
1,6044	-2,5167	3,5569
2,5968	-6,4866	2,5642
-8,3198	-5,9904	-11,83
4,0855	-4,0055	1,0752
-8,3198	-2,0205	-6,8663
-8,816	-2,0205	-5,3773
-15,763	-1,028	-4,3846
-0,87663	-1,5243	-4,881
6,5665	-2,0205	7,5277
-0,87663	-0,5318	-6,37
-6,3349	-1,028	-10,341
-0,38042	-2,5167	-4,3846
3,5893	-3,013	4,0533
-5,8387	-3,013	-10,341
-4,3501	-4,0055	-17,786
0,612	-1,028	-0,41385
-3,8539	0,46068	-6,37
0,612	6,4155	9,0167
-8,3198	0,46068	-6,8663
-1,8691	-1,5243	4,5496
1,6044	1,9494	5,046
4,0855	1,4532	8,5204
1,6044	0,95692	7,0313
-8,816	2,9419	6,535
-7,3274	0,46068	-0,91019
1,1082	0,95692	4,5496
-17,748	4,4306	-14,808
10,536	2,9419	4,5496
1,6044	1,9494	-7,859
5,5741	2,9419	1,5715
-7,3274	3,4381	-12,326
-2,3653	3,9343	-0,41385
-11,297	5,4231	-10,341
-5,3425	6,4155	-9,8444
-5,8387	-2,0205	-10,341
2,1006	-4,5017	-4,3846
2,5968	-5,9904	-2,3992
-4,8463	-4,9979	-10,341
-9,3122	-3,013	-16,297
-2,3653	-3,5092	1,0752
-3,3577	1,4532	-5,3773
5,0779	-1,028	-0,41385
5,0779	-2,0205	2,0679
5,5741	0,46068	4,5496
-4,8463	-3,5092	-12,326
-2,8615	-2,0205	-4,3846
-4,8463	-1,5243	0,57885
3,0931	-1,028	9,0167
-5,8387	2,4456	1,5715
-0,87663	-0,035559	9,0167
3,0931	-0,035559	17,455
10,536	1,9494	21,922
3,0931	3,4381	12,987
11,529	1,9494	15,469
7,0627	1,4532	6,535
6,0703	1,4532	7,5277
-2,8615	2,9419	3,5569
